PanoDate,Longitude,Latitude,gvi,Status
2009-06,24.932225,60.157465,2.800729167,Yes
2009-06,24.953066,60.181072,2.824791667,Yes
2009-06,24.965609,60.187135,2.836979167,Yes
2009-06,24.954658,60.174142,2.872395833,Yes
2009-06,24.956091,60.187572,2.8896875,Yes
2009-06,24.950928,60.192797,2.8928125,Yes
2009-06,24.952652,60.18229,2.944270833,Yes
2009-06,24.943726,60.159228,2.958229167,Yes
2009-06,24.924654,60.175219,2.973854167,Yes
2009-06,24.924381,60.166007,3.044479167,Yes
2009-06,24.958377,60.172161,3.078125,Yes
2009-06,24.958117,60.17169,3.084375,Yes
2009-06,24.939183,60.171377,3.089479167,Yes
2009-06,24.965645,60.187427,3.100833333,Yes
2009-06,24.955115,60.18429,3.1015625,Yes
2009-06,24.948102,60.157338,3.1290625,Yes
2009-06,24.952627,60.185513,3.143645833,Yes
2009-05,25.117749,60.205533,3.152916667,Yes
2009-06,24.966647,60.18687,3.172291667,Yes
2009-06,24.964916,60.167069,3.1946875,Yes
2009-06,24.964745,60.166796,3.266666667,Yes
2009-06,24.949801,60.179928,3.291979167,Yes
2009-06,24.927371,60.16554,3.3053125,Yes
2009-06,24.932945,60.157584,3.334375,Yes
2009-06,24.95663,60.171159,3.3384375,Yes
2009-06,24.958439,60.17155,3.422604167,Yes
2009-06,24.963411,60.188254,3.425416667,Yes
2009-06,24.953813,60.191647,3.4471875,Yes
2009-06,24.942816,60.192941,3.447395833,Yes
2009-06,24.959003,60.191976,3.456875,Yes
2009-06,24.951308,60.193592,3.4609375,Yes
2009-06,24.924187,60.174122,3.464166667,Yes
2009-06,24.948988,60.195561,3.468958333,Yes
2009-06,24.946129,60.163859,3.475416667,Yes
2009-06,24.94392,60.159236,3.548854167,Yes
2009-06,24.942566,60.192793,3.5615625,Yes
2009-06,24.948848,60.157427,3.584479167,Yes
2009-06,25.050065,60.204447,3.587604167,Yes
2009-06,24.940533,60.167068,3.6265625,Yes
2009-06,24.953239,60.181136,3.640208333,Yes
2009-06,24.956267,60.175583,3.657916667,Yes
2009-06,24.94394,60.170552,3.666666667,Yes
2009-06,24.935073,60.201132,3.667291667,Yes
2009-05,24.927357,60.241133,3.673333333,Yes
2009-06,24.941413,60.193306,3.687291667,Yes
2009-05,25.136038,60.206403,3.711458333,Yes
2009-06,24.949411,60.168509,3.7315625,Yes
2009-06,24.965544,60.188153,3.770520833,Yes
2009-05,25.136171,60.20643,3.7734375,Yes
2009-06,24.929736,60.164441,3.811145833,Yes
2009-06,24.936243,60.167374,3.867291667,Yes
2009-06,24.950903,60.184195,3.884479167,Yes
2009-06,24.95109,60.168076,3.88625,Yes
2009-06,24.959689,60.174829,3.928645833,Yes
2009-06,24.94662,60.159423,3.941770833,Yes
2009-06,24.953565,60.175118,4.009375,Yes
2009-06,24.961339,60.186948,4.030833333,Yes
2009-06,24.976006,60.167889,4.0825,Yes
2009-06,24.936059,60.16666,4.084895833,Yes
2009-06,24.956754,60.178156,4.104583333,Yes
2009-05,25.142279,60.243539,4.108333333,Yes
2009-05,24.926974,60.241087,4.142604167,Yes
2009-06,24.959768,60.174264,4.142916667,Yes
2009-06,24.946323,60.183565,4.153645833,Yes
2009-06,24.96173,60.186091,4.169791667,Yes
2009-06,24.958235,60.173727,4.1725,Yes
2009-06,24.929651,60.165213,4.203333333,Yes
2009-06,24.938997,60.172086,4.210416667,Yes
2009-06,24.945681,60.155916,4.218645833,Yes
2009-06,24.928519,60.207529,4.221354167,Yes
2009-06,24.964985,60.189042,4.225104167,Yes
2009-06,24.975316,60.167599,4.2396875,Yes
2009-06,24.950454,60.1782,4.275416667,Yes
2009-06,24.949509,60.182595,4.2921875,Yes
2009-06,25.048627,60.212637,4.323125,Yes
2009-06,24.964773,60.189073,4.361354167,Yes
2009-06,24.947679,60.166842,4.380833333,Yes
2009-05,25.134696,60.206101,4.398958333,Yes
2009-06,24.961002,60.186096,4.411041667,Yes
2009-06,24.956087,60.187904,4.468854167,Yes
2009-06,24.871665,60.241113,4.484166667,Yes
2009-06,24.956719,60.175444,4.506875,Yes
2009-06,24.957511,60.178242,4.51125,Yes
2009-06,24.955023,60.175537,4.535416667,Yes
2009-06,24.952137,60.193938,4.536666667,Yes
2009-06,25.045742,60.199452,4.567708333,Yes
2009-06,24.937449,60.159032,4.570833333,Yes
2009-06,24.931938,60.197896,4.57125,Yes
2009-06,24.951758,60.157981,4.583229167,Yes
2009-06,24.963045,60.183947,4.585208333,Yes
2009-06,25.043525,60.197369,4.59375,Yes
2009-05,25.166072,60.224936,4.617395833,Yes
2009-05,25.134969,60.206171,4.665104167,Yes
2009-05,25.144174,60.244593,4.681145833,Yes
2009-05,25.165855,60.224829,4.6971875,Yes
2009-06,24.957065,60.174769,4.708333333,Yes
2009-06,24.931232,60.173733,4.728958333,Yes
2009-06,24.940787,60.161977,4.7403125,Yes
2009-06,24.965447,60.167933,4.741458333,Yes
2009-06,24.953067,60.184582,4.751875,Yes
2009-06,24.939574,60.161735,4.771041667,Yes
2009-06,24.953561,60.181255,4.861458333,Yes
2009-05,25.020273,60.241758,4.875729167,Yes
2009-06,24.968808,60.165188,4.901979167,Yes
2009-06,24.964386,60.189129,4.927291667,Yes
2009-06,24.951721,60.193462,4.9284375,Yes
2009-06,24.944902,60.196199,4.9671875,Yes
2009-06,24.929639,60.161195,5.0259375,Yes
2009-06,24.957097,60.168619,5.038541667,Yes
2009-06,24.965631,60.16749,5.0478125,Yes
2009-06,24.95868,60.178242,5.0578125,Yes
2009-06,24.926189,60.176028,5.081145833,Yes
2009-06,24.929722,60.161551,5.087083333,Yes
2009-06,24.938615,60.220196,5.088333333,Yes
2009-06,24.951469,60.157919,5.102604167,Yes
2009-06,24.973542,60.188099,5.110625,Yes
2009-06,25.036111,60.193171,5.115104167,Yes
2009-06,24.946781,60.188203,5.127291667,Yes
2009-06,24.964808,60.188247,5.134479167,Yes
2009-06,24.948886,60.172539,5.160416667,Yes
2009-06,24.954437,60.181577,5.247708333,Yes
2009-06,24.946133,60.160976,5.302395833,Yes
2009-06,24.882557,60.229751,5.314791667,Yes
2009-06,24.926926,60.175775,5.3203125,Yes
2009-06,24.883517,60.230671,5.379375,Yes
2009-06,24.946079,60.163752,5.3796875,Yes
2009-06,24.918381,60.188059,5.411875,Yes
2009-06,24.935439,60.166441,5.412708333,Yes
2009-06,24.946983,60.187088,5.433333333,Yes
2009-06,24.949808,60.170752,5.448020833,Yes
2009-06,24.966985,60.166046,5.455,Yes
2009-06,24.949669,60.165908,5.470625,Yes
2009-06,24.926314,60.162254,5.484270833,Yes
2009-06,24.968048,60.165705,5.495833333,Yes
2009-05,25.136417,60.206469,5.504270833,Yes
2009-06,24.955311,60.188357,5.536979167,Yes
2009-05,24.947434,60.221366,5.5396875,Yes
2009-06,24.927813,60.174819,5.5590625,Yes
2009-06,25.051289,60.205328,5.561875,Yes
2009-05,25.142186,60.243451,5.562395833,Yes
2009-05,24.997058,60.242091,5.566041667,Yes
2009-06,24.968171,60.166231,5.585833333,Yes
2009-06,24.95206,60.170814,5.587604167,Yes
2009-06,24.948777,60.158372,5.593958333,Yes
2009-06,24.967047,60.187083,5.60875,Yes
2009-06,24.931411,60.163893,5.620208333,Yes
2009-06,24.882504,60.229762,5.630520833,Yes
2009-06,24.96065,60.195403,5.631041667,Yes
2009-06,24.961252,60.18575,5.642083333,Yes
2009-06,24.960497,60.168845,5.645104167,Yes
2009-06,24.929822,60.173468,5.695833333,Yes
2009-06,24.957675,60.168452,5.712604167,Yes
2009-06,24.946877,60.161003,5.716145833,Yes
2009-06,24.951023,60.157824,5.719270833,Yes
2009-06,24.947811,60.18823,5.7359375,Yes
2009-06,24.906682,60.227681,5.768854167,Yes
2009-06,24.930418,60.165489,5.776875,Yes
2009-06,24.949057,60.222118,5.784791667,Yes
2009-06,24.930489,60.176151,5.7909375,Yes
2009-06,24.92012,60.172878,5.804895833,Yes
2009-06,24.948945,60.195666,5.823333333,Yes
2009-06,24.968448,60.164933,5.840416667,Yes
2009-06,24.958001,60.169203,5.865,Yes
2009-06,24.929497,60.172662,5.900625,Yes
2009-06,24.953237,60.186458,5.909479167,Yes
2009-06,24.881649,60.153483,5.9165625,Yes
2009-06,24.84808,60.238651,5.935416667,Yes
2009-06,24.948658,60.196369,5.969479167,Yes
2009-06,25.04439,60.233981,5.979270833,Yes
2009-06,24.959044,60.194937,6.005520833,Yes
2009-06,24.963127,60.188065,6.0271875,Yes
2009-05,25.137097,60.206576,6.0465625,Yes
2009-06,25.120423,60.205279,6.051354167,Yes
2009-06,24.951102,60.16788,6.064375,Yes
2009-06,24.948026,60.184101,6.066666667,Yes
2009-06,24.934328,60.16605,6.074479167,Yes
2009-06,24.946839,60.182579,6.0790625,Yes
2009-06,24.931169,60.171907,6.107291667,Yes
2009-06,24.958593,60.188346,6.157916667,Yes
2009-06,25.039388,60.198683,6.164375,Yes
2009-06,24.884125,60.154386,6.211666667,Yes
2009-06,24.957519,60.19813,6.215104167,Yes
2009-06,24.937649,60.159339,6.250625,Yes
2009-06,24.935069,60.155037,6.2540625,Yes
2009-06,24.960534,60.195356,6.2784375,Yes
2009-06,24.91843,60.18788,6.3196875,Yes
2009-06,24.923667,60.172323,6.367083333,Yes
2009-06,25.037449,60.194567,6.374270833,Yes
2009-06,25.034732,60.233683,6.3946875,Yes
2009-06,24.882818,60.230821,6.402395833,Yes
2009-06,24.930277,60.176088,6.421041667,Yes
2009-06,24.934901,60.198102,6.474375,Yes
2009-06,24.949558,60.166924,6.524166667,Yes
2009-06,25.034468,60.190996,6.528333333,Yes
2009-06,24.970801,60.16646,6.5490625,Yes
2009-06,24.958852,60.178247,6.615,Yes
2009-06,24.882885,60.230807,6.623854167,Yes
2009-06,24.917298,60.188869,6.627708333,Yes
2009-06,24.953797,60.191001,6.650833333,Yes
2009-06,24.951893,60.18064,6.681458333,Yes
2009-06,24.940214,60.164526,6.7146875,Yes
2009-06,24.946701,60.15717,6.780520833,Yes
2009-06,24.955864,60.182265,6.793854167,Yes
2009-06,25.036382,60.234518,6.8084375,Yes
2009-06,24.941953,60.193633,6.85875,Yes
2009-06,24.977414,60.190669,6.866041667,Yes
2009-06,24.972899,60.188167,6.908645833,Yes
2009-06,24.949896,60.179946,6.929166667,Yes
2009-06,24.966025,60.18889,6.952083333,Yes
2009-06,24.950059,60.176884,6.977708333,Yes
2009-06,24.927755,60.174192,6.978541667,Yes
2009-06,24.945857,60.166267,6.990520833,Yes
2009-05,25.118351,60.205512,7.000416667,Yes
2009-06,24.945138,60.170847,7.021770833,Yes
2009-06,24.954785,60.181704,7.027291667,Yes
2009-06,24.959059,60.185828,7.059479167,Yes
2009-06,24.955106,60.168934,7.082604167,Yes
2009-06,24.962406,60.195978,7.099583333,Yes
2009-06,24.924222,60.173647,7.110208333,Yes
2009-06,24.956896,60.191569,7.1790625,Yes
2009-06,24.955791,60.18207,7.179583333,Yes
2009-05,25.120901,60.205049,7.200208333,Yes
2009-05,25.116911,60.205702,7.218541667,Yes
2009-06,24.957029,60.171661,7.2234375,Yes
2009-06,24.929047,60.17171,7.2340625,Yes
2009-06,24.88313,60.150155,7.2496875,Yes
2009-05,25.118942,60.205292,7.260208333,Yes
2009-06,24.960816,60.182246,7.273645833,Yes
2009-05,25.166316,60.225057,7.291041667,Yes
2009-06,24.946629,60.186407,7.305,Yes
2009-06,25.042355,60.234121,7.3278125,Yes
2009-05,25.02838,60.279823,7.3434375,Yes
2009-06,24.932396,60.165373,7.352291667,Yes
2009-06,25.030066,60.194579,7.355520833,Yes
2009-05,25.116576,60.20577,7.376666667,Yes
2009-06,25.135377,60.205874,7.38875,Yes
2009-06,24.929845,60.160963,7.391770833,Yes
2009-05,24.947561,60.221255,7.39625,Yes
2009-06,25.050699,60.204904,7.400416667,Yes
2009-06,24.956797,60.169751,7.4571875,Yes
2009-05,25.122638,60.204805,7.495104167,Yes
2009-06,24.953002,60.174742,7.508958333,Yes
2009-06,25.029023,60.185729,7.525833333,Yes
2009-06,24.927591,60.172304,7.5525,Yes
2009-06,24.945262,60.156757,7.5546875,Yes
2009-05,24.903956,60.236356,7.5596875,Yes
2009-06,24.946545,60.184682,7.5615625,Yes
2009-06,25.057121,60.256446,7.588020833,Yes
2009-06,24.942799,60.220666,7.596145833,Yes
2009-06,24.948935,60.196547,7.639791667,Yes
2009-06,24.848371,60.238658,7.6953125,Yes
2009-06,25.032479,60.191308,7.704270833,Yes
2009-06,24.95281,60.179651,7.741666667,Yes
2009-06,24.881923,60.153382,7.788645833,Yes
2009-06,24.927859,60.177886,7.8125,Yes
2009-06,24.88278,60.153471,7.885208333,Yes
2009-06,24.924223,60.17236,7.89,Yes
2009-06,24.93787,60.161026,7.907083333,Yes
2009-05,25.142364,60.243614,7.963645833,Yes
2009-06,24.917164,60.188824,7.977395833,Yes
2009-06,24.955778,60.190362,7.985,Yes
2009-06,25.037632,60.194761,8.026458333,Yes
2009-06,24.935397,60.168721,8.041041667,Yes
2009-06,24.962242,60.196787,8.056875,Yes
2009-06,24.974456,60.187896,8.0634375,Yes
2009-06,24.936302,60.160797,8.0721875,Yes
2009-06,24.955687,60.179481,8.127916667,Yes
2009-06,24.944392,60.184318,8.14875,Yes
2009-05,25.136823,60.206533,8.177604167,Yes
2009-06,24.952771,60.18952,8.184895833,Yes
2009-06,25.08608,60.212829,8.203020833,Yes
2009-06,24.967664,60.187469,8.205729167,Yes
2009-06,24.961185,60.182096,8.2228125,Yes
2009-06,24.923366,60.17612,8.244895833,Yes
2009-06,24.953361,60.191841,8.245,Yes
2009-06,24.965259,60.167932,8.249583333,Yes
2009-06,24.933354,60.197929,8.304479167,Yes
2009-06,25.034391,60.190917,8.304895833,Yes
2009-06,24.936201,60.171373,8.311666667,Yes
2009-05,25.117909,60.205598,8.31375,Yes
2009-06,24.945995,60.165096,8.3484375,Yes
2009-05,25.142777,60.243941,8.365729167,Yes
2009-06,24.943224,60.220812,8.369791667,Yes
2009-06,24.964751,60.187468,8.378645833,Yes
2009-05,25.087354,60.212335,8.38,Yes
2009-06,24.941912,60.196139,8.4196875,Yes
2009-06,24.848533,60.238662,8.428333333,Yes
2009-06,24.928772,60.176993,8.430833333,Yes
2009-06,24.925256,60.166191,8.435416667,Yes
2009-06,24.980201,60.209184,8.441979167,Yes
2009-06,24.955813,60.188359,8.448958333,Yes
2009-06,25.038052,60.233391,8.458645833,Yes
2009-06,24.930156,60.160752,8.48875,Yes
2009-06,24.891266,60.206722,8.499166667,Yes
2009-05,25.028409,60.279602,8.508958333,Yes
2009-06,24.962533,60.196134,8.510625,Yes
2009-06,24.968639,60.188466,8.513125,Yes
2009-06,24.950008,60.170758,8.533020833,Yes
2009-06,24.956708,60.191562,8.584895833,Yes
2009-06,25.027464,60.19042,8.63375,Yes
2009-06,24.948819,60.173108,8.6390625,Yes
2009-05,25.123073,60.204744,8.666145833,Yes
2009-06,24.942853,60.19609,8.690625,Yes
2009-06,24.928693,60.171941,8.698854167,Yes
2009-06,24.9241,60.173598,8.7159375,Yes
2009-06,24.937515,60.219022,8.733645833,Yes
2009-06,24.948031,60.190611,8.749583333,Yes
2009-05,25.122324,60.204849,8.759791667,Yes
2009-05,25.028376,60.279895,8.805416667,Yes
2009-06,24.948095,60.186556,8.817083333,Yes
2009-06,24.963421,60.167924,8.824270833,Yes
2009-05,25.117582,60.205566,8.836770833,Yes
2009-06,24.927385,60.174862,8.838229167,Yes
2009-06,24.94482,60.184149,8.85,Yes
2009-06,24.930199,60.173654,8.861979167,Yes
2009-06,24.94699,60.186501,8.888958333,Yes
2009-06,25.051993,60.210873,8.888958333,Yes
2009-06,24.965936,60.187089,8.896875,Yes
2009-06,24.898243,60.203164,8.910104167,Yes
2009-06,24.89339,60.194825,8.9171875,Yes
2009-05,24.9813,60.242095,8.922291667,Yes
2009-06,24.958764,60.18625,8.953854167,Yes
2009-06,24.881201,60.228955,8.991770833,Yes
2009-06,24.926982,60.164279,9.020729167,Yes
2009-06,24.961479,60.19064,9.111145833,Yes
2009-05,25.117246,60.205634,9.113854167,Yes
2009-05,25.118057,60.205569,9.151666667,Yes
2009-05,25.134423,60.206031,9.1746875,Yes
2009-06,24.955817,60.171629,9.202916667,Yes
2009-06,24.92778,60.171252,9.2128125,Yes
2009-06,25.034324,60.191033,9.275520833,Yes
2009-05,24.981169,60.242077,9.280625,Yes
2009-06,25.057658,60.211602,9.311979167,Yes
2009-06,24.943784,60.192909,9.3203125,Yes
2009-06,25.040934,60.235052,9.321145833,Yes
2009-06,24.945974,60.165287,9.336770833,Yes
2009-06,24.936173,60.159695,9.368541667,Yes
2009-06,24.961088,60.174301,9.371770833,Yes
2009-06,25.032358,60.192955,9.392604167,Yes
2009-06,24.932031,60.173504,9.3990625,Yes
2009-05,24.981267,60.241193,9.415520833,Yes
2009-06,24.968777,60.165472,9.428020833,Yes
2009-06,25.059988,60.209471,9.448854167,Yes
2009-06,24.924277,60.166957,9.459791667,Yes
2009-06,24.932845,60.214422,9.49125,Yes
2009-06,25.15149,60.207647,9.494375,Yes
2009-06,24.956129,60.193429,9.498333333,Yes
2009-05,25.020252,60.240632,9.505416667,Yes
2009-06,24.950303,60.175305,9.5284375,Yes
2009-06,24.881581,60.153641,9.555208333,Yes
2009-06,24.961917,60.186042,9.564895833,Yes
2009-06,25.051243,60.225126,9.565,Yes
2009-06,24.95899,60.176009,9.577395833,Yes
2009-06,24.941856,60.193717,9.599166667,Yes
2009-05,25.117466,60.205685,9.615208333,Yes
2009-06,24.961043,60.166839,9.6478125,Yes
2009-06,24.881768,60.153207,9.663854167,Yes
2009-06,24.955212,60.190521,9.711770833,Yes
2009-06,24.953034,60.174527,9.716041667,Yes
2009-06,24.979817,60.209264,9.743020833,Yes
2009-06,25.117559,60.203957,9.7609375,Yes
2009-05,25.118085,60.205465,9.773020833,Yes
2009-06,24.955724,60.182343,9.796875,Yes
2009-06,24.949887,60.163922,9.798541667,Yes
2009-06,24.963884,60.187746,9.799270833,Yes
2009-05,25.166459,60.22513,9.834166667,Yes
2009-05,25.142099,60.243369,9.8565625,Yes
2009-06,24.871219,60.241267,9.8584375,Yes
2009-06,24.945431,60.256609,9.8584375,Yes
2009-06,25.045866,60.205951,9.8825,Yes
2009-06,24.965164,60.183906,9.9075,Yes
2009-06,24.961433,60.186577,9.907708333,Yes
2009-06,25.052756,60.206321,9.914270833,Yes
2009-06,25.034879,60.192343,9.922291667,Yes
2009-06,25.032009,60.193029,9.951458333,Yes
2009-06,24.960638,60.172359,9.982395833,Yes
2009-06,25.075906,60.205448,10.00447917,Yes
2009-06,25.145466,60.207552,10.0090625,Yes
2009-06,25.14725,60.207707,10.03697917,Yes
2009-06,24.93195,60.171902,10.0384375,Yes
2009-06,24.953986,60.164256,10.0465625,Yes
2009-06,24.95551,60.181968,10.07125,Yes
2009-06,24.938716,60.173057,10.07291667,Yes
2009-06,24.950767,60.183021,10.0784375,Yes
2009-05,25.162941,60.210366,10.08354167,Yes
2009-06,24.945262,60.163487,10.0909375,Yes
2009-06,24.942395,60.185099,10.10125,Yes
2009-05,24.944674,60.20969,10.10385417,Yes
2009-05,25.156357,60.208256,10.11770833,Yes
2009-06,24.965506,60.168571,10.14395833,Yes
2009-06,24.924635,60.173722,10.15364583,Yes
2009-06,25.121824,60.226455,10.15552083,Yes
2009-06,24.968432,60.166168,10.17260417,Yes
2009-06,24.960808,60.18836,10.23427083,Yes
2009-05,25.156589,60.208295,10.26520833,Yes
2009-06,24.94409,60.164853,10.2715625,Yes
2009-06,24.955436,60.186848,10.29354167,Yes
2009-06,24.957019,60.190277,10.30041667,Yes
2009-06,24.860078,60.252374,10.3284375,Yes
2009-06,24.956966,60.197381,10.33322917,Yes
2009-06,24.856642,60.239612,10.34885417,Yes
2009-06,24.964476,60.18829,10.34927083,Yes
2009-06,24.963282,60.205209,10.35583333,Yes
2009-06,24.953859,60.181253,10.40979167,Yes
2009-06,24.958569,60.192193,10.41666667,Yes
2009-05,25.073609,60.2628,10.42135417,Yes
2009-06,24.92718,60.175382,10.423125,Yes
2009-06,24.966487,60.166098,10.43208333,Yes
2009-06,24.957614,60.169192,10.4634375,Yes
2009-06,25.137277,60.2065,10.47458333,Yes
2009-05,25.158517,60.208656,10.47479167,Yes
2009-06,24.929828,60.175955,10.49895833,Yes
2009-05,25.028396,60.279681,10.51947917,Yes
2009-06,24.924696,60.161583,10.55760417,Yes
2009-06,24.951721,60.252066,10.58645833,Yes
2009-06,24.958675,60.189079,10.59,Yes
2009-06,24.935633,60.167328,10.593125,Yes
2009-06,24.96136,60.167114,10.59677083,Yes
2009-05,25.14165,60.242936,10.61125,Yes
2009-06,24.966952,60.167104,10.61802083,Yes
2009-06,24.961944,60.196816,10.629375,Yes
2009-06,25.057886,60.212795,10.630625,Yes
2009-06,24.946304,60.1864,10.64135417,Yes
2009-06,24.965764,60.186932,10.64177083,Yes
2009-06,24.950594,60.190077,10.6578125,Yes
2009-06,25.026091,60.190191,10.66479167,Yes
2009-06,24.923888,60.176185,10.6690625,Yes
2009-06,24.959348,60.176023,10.66916667,Yes
2009-06,24.960501,60.168518,10.6921875,Yes
2009-06,24.943397,60.183542,10.769375,Yes
2009-06,24.930086,60.157114,10.77520833,Yes
2009-06,24.937443,60.167948,10.826875,Yes
2009-06,25.044613,60.194831,10.82708333,Yes
2009-05,25.155695,60.208158,10.83104167,Yes
2009-06,24.946209,60.163223,10.833125,Yes
2009-06,24.968458,60.165574,10.85572917,Yes
2009-05,25.132718,60.205587,10.88677083,Yes
2009-06,24.948686,60.256012,10.8925,Yes
2009-06,24.896901,60.210613,10.90010417,Yes
2009-05,25.117179,60.205741,10.923125,Yes
2009-05,25.116499,60.205874,10.935,Yes
2009-05,25.163029,60.210414,10.96572917,Yes
2009-06,25.177877,60.211728,10.97520833,Yes
2009-06,24.926132,60.176122,10.9759375,Yes
2009-06,24.968099,60.16466,10.98322917,Yes
2009-06,24.956027,60.179193,10.98697917,Yes
2009-06,25.048612,60.204778,11.018125,Yes
2009-06,24.846694,60.239457,11.02822917,Yes
2009-06,25.038778,60.233467,11.0340625,Yes
2009-06,24.956099,60.187198,11.05302083,Yes
2009-05,25.118437,60.205394,11.06395833,Yes
2009-06,24.95308,60.18441,11.08010417,Yes
2009-06,25.084314,60.213573,11.10458333,Yes
2009-06,24.962051,60.197114,11.1128125,Yes
2009-06,25.031784,60.192289,11.1146875,Yes
2009-05,25.118772,60.205326,11.11614583,Yes
2009-06,24.946169,60.163579,11.12729167,Yes
2009-06,24.95866,60.192803,11.12875,Yes
2009-06,25.058697,60.210452,11.1453125,Yes
2009-06,25.021201,60.224001,11.15979167,Yes
2009-06,25.120882,60.204948,11.16145833,Yes
2009-06,24.940031,60.192934,11.26677083,Yes
2009-06,25.085894,60.213341,11.28479167,Yes
2009-05,25.116257,60.205834,11.28854167,Yes
2009-06,24.891463,60.205195,11.37614583,Yes
2009-06,25.036644,60.193738,11.3890625,Yes
2009-06,24.950358,60.17473,11.39833333,Yes
2009-06,25.035277,60.233173,11.43552083,Yes
2009-06,24.951586,60.184598,11.45427083,Yes
2009-06,25.152261,60.220522,11.4646875,Yes
2009-06,24.917465,60.159897,11.47875,Yes
2009-05,25.155354,60.20812,11.49760417,Yes
